you,あなた
pleased,喜んで
period,期間
political,政治的
player,プレーヤー
stops,停車
secrets,秘密
laura,ローラ
repeat,繰り返す
photos,写真
finds,発見する
statement,声明
suck,吸う
younger,若い
china,中国
humans,人間
delicious,美味しい
particular,特定の
proper,ちゃんとした
rome,ローマ
belongs,属する
attacked,攻撃した
bath,バス
hired,採用された
site,サイト
knowledge,知識
b,b
led,導かれた
guests,ゲスト
celebrate,祝う
map,地図
horn,角
eventually,最終的に
pity,残念
powers,力
ashamed,恥ずかしい
assume,仮定する
glasses,眼鏡
rise,上昇
fixed,修理済み
request,リクエスト
officers,警官
pounds,ポンド
data,データ
carefully,気をつけて
per,1回あたり
depends,場合による
jury,陪審
waited,待った
positive,ポジティブ
attorney,弁護士
direction,方向
families,家族
‘clock,'クロック
doin,する
forces,力
location,位置
walls,壁
useless,使い物にならない
grant,付与
saving,貯蓄
speaks,話す
fought,戦った
meal,食事
deliver,届ける
answers,回答
changing,変化
temple,寺
scary,怖い
millions,数百万
offered,提供
regular,通常
carrying,運ぶ
official,正式
jacket,ジャケット
switch,スイッチ
grave,墓
chase,追跡
role,役割
odd,奇数
sexy,セクシー
faces,顔
becomes,になる
closes,閉店
badly,ひどく
tall,高い
confused,混乱した
affair,事件
television,テレビ
shock,ショック
raised,持ち上げた
panting,息切れしながら
pizza,ピザ
image,画像
clears,クリア
golden,ゴールデン
patients,患者
watched,見た
committed,コミットした
sexual,性的
suffer,苦しむ
arthur,アーサー
wherever,どこでも
plate,皿
appear,現れる
chocolate,チョコレート
clever,頭がいい
hm,うーん
mercy,慈悲
shots,ショット
lucy,ルーシー
dealing,取引
trap,トラップ
charges,料金
phil,フィル
bang,バン
poison,毒
butt,お尻
drove,運転した
yourselves,あなたたち自身
headed,ヘッド
babies,赤ちゃん
yellow,黄色
soup,スープ
mystery,ミステリー
picking,ピッキング
sat,土曜日
wound,傷
traffic,渋滞
courage,勇気
hunt,ハント
indian,インド人
rat,ねずみ
terms,条項
italian,イタリア語
emma,エマ
checking,チェック中
disease,病気
managed,管理
winner,勝者
council,評議会
appointment,予定
monday,月曜日
crack,割れ目
threat,脅威
jenny,ジェニー
physical,物理的な
nation,国家
source,ソース
chose,選んだ
healthy,健康
carl,カール
victory,勝利
rick,リック
stood,立った
kicked,蹴った
annie,アニー
disgusting,おぞましい
palace,宮殿
below,下に
shopping,買い物
neighborhood,近所
march,行進
lips,唇
midnight,夜中
piss,小便
advantage,アドバンテージ
pure,純粋な
india,インド
aside,脇に
jerk,ジャーク
mail,郵便
dawn,夜明け
effect,効果
spell,スペル
freak,変人
wood,木材
screwed,やられた
enemies,敵
gary,ゲイリー
awake,起きている
chuckling,くすくす笑いながら
vacation,休暇
violence,暴力
leo,レオ
grandmother,祖母
modern,モダンな
luke,ルーク
firm,固い
prime,プライム
heh,へへ
touched,感動した
talent,タレント
whore,売春婦
piano,ピアノ
license,ライセンス
cooking,料理
honour,名誉
concern,懸念
moves,移動
available,利用可能
factory,工場
gods,神々
value,価値
central,中央
union,連合
mirror,鏡
studio,スタジオ
media,メディア
taxi,タクシー
dies,死亡
iron,鉄
hearts,ハート
desire,欲望
rob,ロブ
claire,クレア
fred,フレッド
songs,歌
washington,ワシントン
monkey,猿
pride,誇り
pills,錠剤
miracle,奇跡
swim,泳ぐ
burned,やけど
smells,匂い
joking,冗談
christian,キリスト教徒
bleeding,出血
hook,フック
beating,殴る
protection,保護
treatment,処理
ear,耳
carter,カーター
metal,金属
disappear,消える
grateful,ありがたい
extremely,非常に
treasure,宝物
rescue,レスキュー
capable,有能
passing,通過
chatter,おしゃべり
result,結果
suffering,苦しみ
sisters,姉妹
laid,敷いた
governor,知事
guards,警備員
louis,ルイス
text,文章
literally,文字通り
remove,取り除く
becoming,になる
performance,パフォーマンス
stronger,より強い
rate,レート
deeply,深く
scream,悲鳴
desert,砂漠
vehicle,車両
illegal,違法
pulling,引っ張る
throwing,投げる
josh,ジョシュ
unbelievable,信じられない
ted,テッド
zero,ゼロ
dean,学部長
curious,好奇心旺盛
sean,ショーン
candy,あめ
bone,骨
tied,引き分け
edge,角
load,負荷
susan,スーザン
ahh,ああ
mountains,山々
boom,ブーム
former,前者
holiday,休日
riding,乗馬
scoffs,嘲笑する
hundreds,数百
motherfucker,クソ野郎
sue,訴える
bags,バッグ
stealing,窃盗
appears,表示される
arrive,到着
remains,遺体
decent,ちゃんとした
issues,問題
tip,ヒント
fail,失敗
bride,花嫁
pissed,腹を立てた
penny,ペニー
claim,請求
friendship,友情
desperate,絶望的な
flower,花
dramatic,劇的
refuse,拒否する
solve,解決する
theme,テーマ
loving,愛する
properly,きちんと
dragon,ドラゴン
mostly,たいてい
chuck,チャック
directly,直接
surface,表面
false,間違い
cast,キャスト
junior,ジュニア
hunting,狩猟
silent,静けさ
thou,汝
egg,卵
germany,ドイツ
punch,パンチ
africa,アフリカ
woke,意識高い
intelligence,知能
borrow,借りる
winning,勝利
falls,滝
popular,人気のある
escaped,脱走した
witch,魔女
convinced,確信している
warn,警告する
announcer,アナウンサー
champagne,シャンパン
dust,ほこり
kyle,カイル
someday,いつか
fallen,倒れた
stranger,見知らぬ人
presence,面前
tear,破れ目
st.,聖
internet,インターネット
monsieur,ムッシュ
therefore,したがって
technology,テクノロジー
tires,タイヤ
toast,トースト
wise,賢い
clark,クラーク
americans,アメリカ人
notes,メモ
smoking,喫煙
hank,ハンク
ls,ls
april,4月
wolf,狼
precious,貴重な
rooms,部屋
coast,海岸
treated,治療済み
material,材料
released,リリース
uniform,制服
hated,嫌われている
considered,考慮された
rice,米
exchange,交換
steps,手順
blake,ブレイク
convince,納得させる
beast,獣
cow,牛
files,ファイル
signs,サイン
drag,ドラッグ
cab,タクシー
hung,吊るす
carried,運ばれた
ordinary,普通
successful,成功
eve,イブ
mistakes,間違い
houses,家
chattering,チャタリング
brains,脳
japan,日本
creature,生き物
fourth,4番目
separate,別
cleaning,クリーニング
california,カリフォルニア
lf,もし
ll,ll
shift,シフト
elizabeth,エリザベス
chicago,シカゴ
exact,ちょうど
karen,カレン
goal,ゴール
expert,専門家
served,提供
direct,直接
score,スコア
row,行
marks,マーク
twenty,二十
receive,受け取る
series,シリーズ
section,セクション
pilot,パイロット
jackson,ジャクソン
darkness,暗闇
thy,あなたの
sale,販売
destiny,運命
cure,治す
spoken,話された
armed,武装
rare,レア
helen,ヘレン
grade,学年
juice,ジュース
wide,広い
tower,タワー
solution,解決
schedule,スケジュール
explosion,爆発
wheel,車輪
cigarette,シガレット
julie,ジュリー
fruit,フルーツ
blew,吹いた
victor,ビクター
talks,会談
sacrifice,犠牲
range,範囲
button,ボタン
reports,報道
prisoner,囚人
pie,パイ
effort,努力
youth,若者
pot,ポット
eaten,食べた
taylor,テイラー
knees,膝
garage,ガレージ
parking,駐車場
ambulance,救急車
staring,じっと見つめる
chances,チャンス
circumstances,状況
sin,罪
gordon,ゴードン
progress,進捗
unusual,普通でない
county,郡
stairs,階段
campaign,キャンペーン
‘mon,モン
vision,ビジョン
reporter,記者
equipment,装置
moments,瞬間
joey,ジョーイ
mass,質量
alien,エイリアン
trapped,閉じ込められた
helps,助ける
route,ルート
defend,守る
trace,トレース
nasty,汚い
tests,テスト
magazine,雑誌
rocks,岩
dump,ごみ
rude,失礼
searching,検索中
clue,手がかり
connected,接続済み
amen,アーメン
pushed,押した
merry,陽気な
zone,ゾーン
senior,シニア
closing,閉店
freeze,凍結
emperor,天皇
incident,事件
snake,蛇
mexico,メキシコ
lily,リリー
actor,俳優
newspaper,新聞
sentence,文
greg,グレッグ
leading,リード
friendly,フレンドリー
jones,ジョーンズ
chosen,選ばれた
engaged,婚約中
julia,ジュリア
charming,魅力的
mustn,しなければならない
anger,怒り
spending,支出
learning,学ぶ
spy,スパイ
sharp,シャープ
shadow,影
warrant,令状
elevator,エレベーター
kingdom,王国
ricky,リッキー
jamie,ジェイミー
squad,スクワッド
shoulder,ショルダー
wave,波
amanda,アマンダ
highness,殿下
kinds,種類
fishing,釣り
sometime,いつか
attitude,態度
sucks,最悪だ
negative,ネガティブ
screen,画面
workers,労働者
bored,退屈
cameras,カメラ
similar,似ている
understanding,理解
beeps,ビープ音
chain,鎖
bull,ブル
gasping,息を切らしながら
fully,完全に
robin,ロビン
collect,集める
gorgeous,素敵
morgan,モーガン
passion,情熱
writer,作家
empire,帝国
international,国際的
curse,呪い
hire,雇う
bastards,クソ野郎
puts,プット
leads,リード
id,ID
blows,打撃
sons,息子たち
estate,エステート
customers,顧客
maggie,マギー
gunshot,銃声
i—,私-
device,デバイス
troops,軍
hug,ハグ
design,デザイン
movement,動き
thunder,雷
object,物体
loser,敗者
pen,ペン
sobbing,すすり泣く
politics,政治
despite,にもかかわらず
alcohol,アルコール
climb,登る
clients,クライアント
conference,会議
provide,提供する
marty,マーティ
seek,求める
witnesses,目撃者
earn,得る
trash,ごみ
valley,谷
fashion,ファッション
howard,ハワード
episode,エピソード
prize,賞
previously,以前
sports,スポーツ
wanting,欲しい
debt,借金
wishes,願い
hitler,ヒトラー
wire,ワイヤー
thee,あなた
circle,丸
approach,アプローチ
stock,ストック
facts,事実
remembered,記憶に残る
percent,パーセント
normally,通常
tail,しっぽ
joined,参加しました
education,教育
bravo,ブラボー
library,図書館
rape,レイプ
wings,翼
growling,うなり声
thrown,投げられた
tank,タンク
exhales,息を吐き出す
authority,権限
current,現在
failure,失敗
nightmare,悪夢
hitting,ヒット
glory,栄光
knocked,ノックした
studying,勉強する
barry,バリー
agency,代理店
apple,りんご
border,国境
rope,ロープ
duck,アヒル
reputation,評判
confidence,自信
yard,ヤード
beloved,愛しい人
lack,足らない
actual,実際の
skills,スキル
films,映画
mental,精神的
salt,塩
flesh,肉
anne,アン
secure,安全な
highly,非常に
federal,連邦政府
sand,砂
emotional,感情的
setting,設定
nothin,何もない
senator,上院議員
services,サービス
robbery,強盗
hates,嫌い
fed,食べさせた
reward,褒美
theater,劇場
johnson,ジョンソン
commit,専念
patrick,パトリック
entirely,全体的に
extraordinary,並外れた
ships,船
opposite,反対
parties,パーティー
stands,スタンド
terry,テリー
chat,チャット
events,イベント
mummy,ミイラ
bay,湾
slip,スリップ
disappointed,残念だった
settled,解決済み
begins,開始
andrew,アンドリュー
alert,アラート
detail,詳細
pink,ピンク
fellas,みんな
accepted,承認済み
background,背景
garbage,ごみ
panic,パニック
minds,心
belt,ベルト
blowing,吹く
hollywood,ハリウッド
agreement,合意
jackie,ジャッキー
pushing,押す
ability,能力
tiger,虎
whispering,ささやき声
culture,文化
saint,聖人
jesse,ジェシー
task,タスク
solid,固体
doll,人形
intend,意図する
district,地区
pa,パ
gee,うわぁ
custody,親権
ignore,無視する
naturally,当然
useful,役に立つ
attempt,試み
abandoned,放棄された
cutting,切断
kissed,キスをした
guarantee,保証
barking,吠える
gather,集める
policy,ポリシー
u.s.,私たち。
violent,暴力的
maid,メイド
embarrassing,恥ずかしい
childhood,子供時代
wasting,浪費
bow,弓
chick,ひよこ
sara,サラ
disaster,災害
revolution,回転
online,オンライン
f,f
demon,悪魔
heavily,重
coincidence,偶然
perform,実行する
thin,薄い
terrific,素晴らしい
mac,マック
crown,クラウン
identity,身元
virgin,処女
impressive,印象的な
windows,ウィンドウズ
no-one,誰も
potential,潜在的
guitar,ギター
committee,委員会
dozen,ダース
delivery,配達
advance,前進
quietly,静かに
stan,スタン
teaching,教える
hunter,ハンター
latest,最新
hurting,痛む
swing,スイング
capital,資本
counting,数える
drew,ドリュー
dirt,ダート
whistle,ホイッスル
marie,マリー
hits,ヒット
doug,ダグ
deny,拒否
urgent,緊急
threatened,脅かされている
behavior,行動
molly,モリー
mixed,混合
stays,滞在
assure,保証する
subtitles,字幕
explanation,説明
wins,勝利
unique,個性的
chasing,追いかける
billion,十億
duke,公爵
production,生産
slave,奴隷
agents,エージェント
carol,キャロル
lets,さあ
cruel,残酷な
mask,マスク
sally,サリー
behave,振る舞う
bury,埋める
massive,大規模
pathetic,哀れな
species,種
approaching,近づいています
jo,ジョー
loan,ローン
struggle,闘争
dish,皿
trusted,信頼できる
jumped,ジャンプした
